,Food,Size,Calories,Fat,Carbs,Fiber,Protein,Sodium, 
925,,Grande,110,0,24,0,3,200,
926,,Venti,160,0,33,0,5,270,
927,Coffee Light Frappuccino® Blended Coffee w/ Nonfat Milk,Tall,90,0,18,0,3,150,
928,,Grande,110,0,24,0,3,200,
929,,Venti,160,0,33,0,5,270,
930,Cupcake Crème Frappuccino® Blended Crème w/ 2% Milk,Grande,290,2.5,62,0,4,230,
931,,Venti,370,4,78,0,6,300,
932,Cupcake Crème Frappuccino® Blended Crème w/ 2% Milk + Whipped Cream,Grande,400,14,65,0,5,240,
933,,Venti,480,15,81,0,7,320,
934,Cupcake Crème Frappuccino® Blended Crème w/ Coconut,Tall,170,2,39,0,0,150,
935,,Grande,260,3,60,0,0,220,
936,,Venti,340,4,75,0,0,290,
937,Cupcake Crème Frappuccino® Blended Crème w/ Coconut + Whipped Cream,Tall,260,10,41,0,1,160,
938,,Grande,380,14,63,0,1,230,
939,,Venti,450,15,78,0,1,300,
940,Cupcake Crème Frappuccino® Blended Crème w/ Nonfat Milk,Tall,180,0,41,0,3,150,
941,,Grande,270,0,62,0,5,220,
942,,Venti,340,0,78,0,6,290,
943,Cupcake Crème Frappuccino® Blended Crème w/ Nonfat Milk + Whipped Cream,Grande,380,11,65,0,5,230,
944,,Venti,450,11,81,0,7,310,
945,Cupcake Crème Frappuccino® Blended Crème w/ Soy,Grande,290,2,64,1,4,220,
946,,Venti,370,3,81,1,5,290,
947,Cupcake Crème Frappuccino® Blended Crème w/ Soy + Whipped Cream,Grande,400,13,67,1,4,230,
948,,Venti,480,14,84,1,6,300,
949,Cupcake Crème Frappuccino® Blended Crème w/ Whole Milk,Tall,200,3.5,40,0,3,150,
950,,Venti,390,6,78,0,6,300,
951,,Grande,300,4.5,62,0,4,220,
952,Cupcake Crème Frappuccino® Blended Crème w/ Whole Milk + Whipped Cream,Tall,280,11,43,0,4,160,
953,,Grande,420,16,65,0,5,240,
954,,Venti,500,17,81,0,7,310,
955,Dark Mocha Crème Frappuccino® Blended Beverage w/ Almond,Tall,140,2.5,29,3,2,290,
956,Dark Mocha Crème Frappuccino® Blended Beverage w/ Almond + Whipped Cream,Tall,220,10,32,3,3,290,
957,Dark Mocha Crème Frappuccino® Blended Beverage w/ Coconut,Tall,150,3,31,2,2,280,
958,Dark Mocha Crème Frappuccino® Blended Beverage w/ Coconut + Whipped Cream,Tall,230,11,33,2,2,290,
959,Dark Mocha Crème Frappuccino® Blended Beverage w/ Nonfat Milk,Tall,150,1,32,2,5,290,
960,Dark Mocha Crème Frappuccino® Blended Beverage w/ Whole Milk,Tall,180,4,32,2,5,290,
961,Dark Mocha Crème Frappuccino® Blended Beverage w/ Whole Milk + Whipped Cream,Tall,260,12,35,2,5,290,
962,Dark Mocha Frappuccino® Blended Beverage w/ Almond,Tall,190,2.5,42,3,2,300,
963,Dark Mocha Frappuccino® Blended Beverage w/ Almond + Whipped Cream,Tall,270,10,44,3,3,310,
964,Dark Mocha Frappuccino® Blended Beverage w/ Coconut,Tall,200,3,43,2,2,300,
965,Dark Mocha Frappuccino® Blended Beverage w/ Coconut + Whipped Cream,Tall,280,11,45,2,3,300,
966,Dark Mocha Frappuccino® Blended Beverage w/ Nonfat Milk,Tall,200,1,45,2,5,300,
967,Dark Mocha Frappuccino® Blended Beverage w/ Whole Milk,Tall,230,4.5,45,2,5,300,
968,Dark Mocha Frappuccino® Blended Beverage w/ Whole Milk + Whipped Cream,Tall,310,12,47,2,6,310,
969,Dark Mocha Light Frappuccino® Blended Beverage w/ Nonfat Milk,Tall,110,4,24,2,4,270,
970,Double Chocolaty Chip Crème Frappuccino® Blended Crème,Tall,200,4.5,37,2,4,180,
971,,Grande,270,6,51,3,5,250,
972,,Venti,370,8,68,4,8,340,
973,Double Chocolaty Chip Crème Frappuccino® Blended Crème w/ 2% Milk,Grande,290,7,53,2,6,260,
974,,Venti,390,9,71,3,9,360,
975,Double Chocolaty Chip Crème Frappuccino® Blended Crème w/ 2% Milk + Whipped Cream,Grande,410,18,57,2,7,270,
976,,Venti,510,21,76,3,9,370,
977,Double Chocolaty Chip Crème Frappuccino® Blended Crème w/ Almond,Tall,180,4.5,35,2,2,190,
978,,Grande,250,6,49,3,2,260,
979,,Venti,340,9,65,4,3,350,
980,Double Chocolaty Chip Crème Frappuccino® Blended Crème w/ Almond + Whipped Cream,Tall,270,13,39,2,2,200,
981,,Grande,380,18,54,3,3,270,
982,,Venti,460,20,70,4,4,360,
983,Double Chocolaty Chip Crème Frappuccino® Blended Crème w/ Coconut,Tall,200,5,37,2,1,190,
984,,Grande,270,7,51,2,2,250,
985,,Venti,360,10,68,3,3,340,
986,Double Chocolaty Chip Crème Frappuccino® Blended Crème w/ Coconut + Whipped Cream,Tall,280,13,41,2,2,190,
987,,Grande,390,18,56,3,3,260,
988,,Venti,480,21,73,3,3,350,
989,Double Chocolaty Chip Crème Frappuccino® Blended Crème w/ Nonfat Milk,Tall,200,3,39,2,5,190,
990,,Grande,270,4,53,2,6,250,
991,,Venti,360,6,71,3,9,350,
992,Double Chocolaty Chip Crème Frappuccino® Blended Crème w/ Nonfat Milk + Whipped Cream,Grande,390,15,58,2,7,270,
993,,Venti,480,17,76,3,9,360,
994,Double Chocolaty Chip Crème Frappuccino® Blended Crème w/ Soy,Grande,290,6,55,3,5,250,
995,,Venti,400,8,74,4,8,340,
996,Double Chocolaty Chip Crème Frappuccino® Blended Crème w/ Soy + Whipped Cream,Grande,410,17,60,3,6,260,
997,,Venti,520,20,79,4,8,350,
998,Double Chocolaty Chip Crème Frappuccino® Blended Crème w/ Whipped Cream,Tall,290,13,40,2,5,190,
999,,Grande,400,17,55,3,6,260,
1000,,Venti,490,20,72,4,8,350,
1001,Double Chocolaty Chip Crème Frappuccino® Blended Crème w/ Whole Milk,Tall,220,6,38,2,4,190,
1002,,Venti,410,12,71,3,8,350,
1003,,Grande,300,8,53,2,6,260,
1004,Double Chocolaty Chip Crème Frappuccino® Blended Crème w/ Whole Milk + Whipped Cream,Tall,310,14,42,2,5,200,
1005,,Grande,420,20,57,2,7,270,
1006,,Venti,540,23,76,3,9,360,
1007,Green Tea Crème Frappuccino® Blended Crème w/ 2% Milk,Grande,300,3,64,1,5,230,
1008,,Venti,420,4,87,2,8,320,
1009,Green Tea Crème Frappuccino® Blended Crème w/ 2% Milk + Whipped Cream,Grande,420,14,68,1,6,240,
1010,,Venti,530,15,91,2,8,330,
1011,Green Tea Crème Frappuccino® Blended Crème w/ Almond,Tall,200,2,44,1,1,170,
1012,,Grande,270,2.5,61,2,2,220,
1013,,Venti,370,3.5,82,2,2,310,
1014,Green Tea Crème Frappuccino® Blended Crème w/ Almond + Whipped Cream,Tall,280,10,47,1,2,180,
1015,,Grande,380,14,64,2,2,230,
1016,,Venti,480,15,85,2,3,320,
1017,Green Tea Crème Frappuccino® Blended Crème w/ Coconut,Tall,210,2.5,46,1,1,160,
1018,,Grande,280,3,62,1,1,220,
1019,,Venti,380,4.5,85,2,2,300,
1020,Green Tea Crème Frappuccino® Blended Crème w/ Coconut + Whipped Cream,Tall,290,10,48,1,1,170,
1021,,Grande,390,14,66,1,2,230,
1022,,Venti,500,16,88,2,2,310,
1023,Green Tea Crème Frappuccino® Blended Crème w/ Nonfat Milk,Tall,210,0,47,1,4,170,
1024,,Grande,280,0,64,1,5,220,
1025,,Venti,390,0,88,2,8,310,
1026,Green Tea Crème Frappuccino® Blended Crème w/ Nonfat Milk + Whipped Cream,Grande,400,11,68,1,5,230,
1027,,Venti,500,12,91,2,9,320,
1028,Green Tea Crème Frappuccino® Blended Crème w/ Soy,Grande,310,2.5,66,2,5,220,
1029,,Venti,420,3.5,91,2,7,300,
1030,Green Tea Crème Frappuccino® Blended Crème w/ Soy + Whipped Cream,Grande,420,13,70,2,5,230,
1031,,Venti,540,15,94,2,7,310,
1032,Green Tea Crème Frappuccino® Blended Crème w/ Whole Milk,Tall,240,3.5,47,1,4,170,
1033,,Venti,440,7,87,2,7,310,
1034,,Grande,320,4.5,64,1,5,220,
1035,Green Tea Crème Frappuccino® Blended Crème w/ Whole Milk + Whipped Cream,Tall,320,12,50,1,5,180,
1036,,Grande,430,16,68,1,6,230,
1037,,Venti,550,18,91,2,8,320,
1038,Horchata Almondmilk Crème Frappuccino® w/ 2% Milk,Grande,240,3,48,0,5,0,
1039,,Venti,320,4,63,0,7,0,
1040,Horchata Almondmilk Crème Frappuccino® w/ 2% Milk + Whipped Cream,Grande,370,14,55,0,6,0,
1041,,Venti,450,16,70,0,8,0,
1042,Horchata Almondmilk Crème Frappuccino® w/ Almond,Tall,130,1.5,29,1,1,0,
1043,,Grande,200,2.5,44,1,1,0,
1044,,Venti,260,3.5,57,1,1,0,
1045,Horchata Almondmilk Crème Frappuccino® w/ Almond + Whipped Cream,Tall,230,10,34,1,1,0,
1046,,Grande,330,14,51,1,2,0,
1047,,Venti,400,15,64,1,2,0,
1048,Horchata Almondmilk Crème Frappuccino® w/ Coconut,Tall,140,2.5,30,0,0,0,
1049,,Grande,210,3,46,0,0,0,
1050,,Venti,280,4.5,60,0,0,0,
1051,Horchata Almondmilk Crème Frappuccino® w/ Coconut + Whipped Cream,Tall,240,11,36,0,1,0,
1052,,Grande,350,15,53,0,1,0,
1053,,Venti,420,16,67,0,1,0,
1054,Horchata Almondmilk Crème Frappuccino® w/ Nonfat Milk,Tall,140,0,32,0,4,0,
1055,,Grande,210,0,48,0,5,0,
1056,,Venti,280,0,63,0,7,0,
1057,Horchata Almondmilk Crème Frappuccino® w/ Nonfat Milk + Whipped Cream,Grande,350,12,55,0,6,0,
1058,,Venti,420,12,71,0,8,0,
1059,Horchata Almondmilk Crème Frappuccino® w/ Soy,Grande,240,2,50,1,4,0,
1060,,Venti,320,3.5,66,1,6,0,
1061,Horchata Almondmilk Crème Frappuccino® w/ Soy + Whipped Cream,Grande,370,14,57,1,5,0,
1062,,Venti,460,15,74,1,7,0,
1063,Horchata Almondmilk Crème Frappuccino® w/ Whole Milk,Tall,170,3.5,32,0,3,0,
1064,,Venti,340,7,63,0,7,0,
1065,,Grande,250,4.5,48,0,4,0,
1066,Horchata Almondmilk Crème Frappuccino® w/ Whole Milk + Whipped Cream,Tall,270,12,38,0,4,0,
1067,,Grande,390,16,55,0,5,0,
1068,,Venti,480,19,70,0,8,0,
1069,Horchata Almondmilk Frappuccino® Blended Beverage w/ 2% Milk,Grande,290,2,63,0,4,230,
1070,,Venti,390,3,84,0,5,330,
1071,Horchata Almondmilk Frappuccino® Blended Beverage w/ 2% Milk + Whipped Cream,Grande,420,14,70,0,5,250,
1072,,Venti,520,15,91,0,6,340,
1073,Horchata Almondmilk Frappuccino® Blended Beverage w/ Almond,Tall,180,1.5,40,0,1,160,
1074,,Grande,260,1.5,61,1,1,230,
1075,,Venti,350,2.5,80,1,1,320,
1076,Horchata Almondmilk Frappuccino® Blended Beverage w/ Almond + Whipped Cream,Tall,270,10,46,0,1,180,
1077,,Grande,390,13,68,1,2,250,
1078,,Venti,480,14,87,1,2,340,
1079,Horchata Almondmilk Frappuccino® Blended Beverage w/ Coconut,Tall,180,2,41,0,0,160,
1080,,Grande,270,2,62,0,0,230,
1081,,Venti,360,3.5,82,0,1,320,
1082,Horchata Almondmilk Frappuccino® Blended Beverage w/ Coconut + Whipped Cream,Tall,280,10,47,0,1,170,
1083,,Grande,400,14,69,0,1,240,
1084,,Venti,500,15,89,0,2,330,
1085,Horchata Almondmilk Frappuccino® Blended Beverage w/ Nonfat Milk,Tall,180,0,43,0,3,160,
1086,,Grande,270,0,64,0,4,230,
1087,,Venti,360,0,84,0,6,320,
1088,Horchata Almondmilk Frappuccino® Blended Beverage w/ Nonfat Milk + Whipped Cream,Grande,400,12,71,0,5,240,
1089,,Venti,500,12,91,0,7,340,
1090,Horchata Almondmilk Frappuccino® Blended Beverage w/ Soy,Grande,290,1.5,65,0,3,220,
1091,,Venti,390,2.5,87,1,5,310,
1092,Horchata Almondmilk Frappuccino® Blended Beverage w/ Soy + Whipped Cream,Grande,420,13,72,1,4,240,
1093,,Venti,530,14,94,1,6,330,
1094,Horchata Almondmilk Frappuccino® Blended Beverage w/ Whole Milk,Tall,210,2.5,43,0,3,160,
1095,,Venti,400,5,84,0,5,320,
1096,,Grande,300,3.5,63,0,3,230,
1097,Horchata Almondmilk Frappuccino® Blended Beverage w/ Whole Milk + Whipped Cream,Tall,300,11,48,0,3,180,
1098,,Grande,430,15,70,0,4,250,
1099,,Venti,540,17,91,0,6,340,
1100,Java Chip Frappuccino® Blended Coffee w/ 2% Milk,Grande,340,6,68,2,5,260,
1101,,Venti,460,8,91,3,7,350,
1102,Java Chip Frappuccino® Blended Coffee w/ 2% Milk + Whipped Cream,Grande,460,17,72,2,6,270,
1103,,Venti,580,20,96,3,8,360,
1104,Java Chip Frappuccino® Blended Coffee w/ Almond,Tall,220,4,45,2,2,180,
1105,,Grande,310,6,65,3,2,250,
1106,,Venti,420,8,86,4,3,340,
1107,Java Chip Frappuccino® Blended Coffee w/ Almond + Whipped Cream,Tall,310,12,49,2,2,190,
1108,,Grande,430,17,69,3,3,260,
1109,,Venti,540,19,91,4,4,360,
1110,Java Chip Frappuccino® Blended Coffee w/ Coconut,Tall,230,4.5,46,2,1,180,
1111,,Grande,320,6,66,2,2,250,
1112,,Venti,440,9,89,3,3,340,
1113,Java Chip Frappuccino® Blended Coffee w/ Coconut + Whipped Cream,Tall,320,13,50,2,2,180,
1114,,Grande,440,17,71,3,3,260,
1115,,Venti,560,20,94,3,4,350,
1116,Java Chip Frappuccino® Blended Coffee w/ Nonfat Milk,Tall,230,3,47,2,4,180,
1117,,Grande,320,4,68,2,5,250,
1118,,Venti,440,6,91,3,7,340,
1119,Java Chip Frappuccino® Blended Coffee w/ Nonfat Milk + Whipped Cream,Grande,440,15,72,2,6,260,
1120,,Venti,560,17,96,3,8,350,
1121,Java Chip Frappuccino® Blended Coffee w/ Soy,Grande,340,6,69,3,5,250,
1122,,Venti,460,8,93,4,7,340,
1123,Java Chip Frappuccino® Blended Coffee w/ Soy + Whipped Cream,Grande,460,17,74,3,5,260,
1124,,Venti,590,19,98,4,7,350,
1125,Java Chip Frappuccino® Blended Coffee w/ Whole Milk,Tall,250,5,47,2,4,180,
1126,,Venti,480,10,91,3,7,340,
1127,,Grande,350,7,68,2,5,250,
1128,Java Chip Frappuccino® Blended Coffee w/ Whole Milk + Whipped Cream,Tall,340,13,51,2,4,190,
1129,,Grande,470,18,72,2,6,260,
1130,,Venti,600,22,96,3,8,360,
1131,Java Chip Light Frappuccino® Blended Coffee w/ Nonfat Milk,Tall,150,3,29,2,4,170,
1132,,Grande,210,4,40,2,5,230,
1133,,Venti,270,5,51,3,7,310,
1134,Lemon Bar Crème Frappuccino® Blended Crème w/ 2% Milk,Grande,220,1,51,0,2,180,
1135,,Venti,280,1.5,66,0,2,230,
1136,Lemon Bar Crème Frappuccino® Blended Crème w/ 2% Milk + Whipped Cream,Grande,340,12,56,0,3,200,
1137,,Venti,400,13,71,0,3,250,
1138,Lemon Bar Crème Frappuccino® Blended Crème w/ Coconut,Tall,140,1,34,0,0,120,
1139,,Grande,210,1.5,50,0,0,180,
1140,,Venti,270,1.5,65,0,0,230,
1141,Lemon Bar Crème Frappuccino® Blended Crème w/ Coconut + Whipped Cream,Tall,230,9,38,0,1,135,
1142,,Grande,330,13,55,0,1,190,
1143,,Venti,390,13,70,0,1,240,
1144,Lemon Bar Crème Frappuccino® Blended Crème w/ Nonfat Milk,Tall,140,0,34,0,2,120,
1145,,Grande,210,0,51,0,2,180,
1146,,Venti,270,0,66,0,2,230,
1147,Lemon Bar Crème Frappuccino® Blended Crème w/ Nonfat Milk + Whipped Cream,Grande,330,11,56,0,3,190,
1148,,Venti,390,11,71,0,3,250,
1149,Lemon Bar Crème Frappuccino® Blended Crème w/ Soy,Grande,220,1,52,0,2,180,
1150,,Venti,280,1,67,0,2,230,
1151,Lemon Bar Crème Frappuccino® Blended Crème w/ Soy + Whipped Cream,Grande,340,12,57,0,2,190,
1152,,Venti,400,12,72,0,3,240,
1153,Lemon Bar Crème Frappuccino® Blended Crème w/ Whole Milk,Tall,150,1.5,34,0,1,120,
1154,,Venti,290,2,66,0,2,230,
1155,,Grande,220,2,51,0,2,180,
1156,Lemon Bar Crème Frappuccino® Blended Crème w/ Whole Milk + Whipped Cream,Tall,240,9,38,0,2,135,
1157,,Grande,350,13,56,0,3,190,
1158,,Venti,410,13,71,0,3,250,
1159,Mocha Frappuccino® Blended Coffee,Tall,190,2,41,1,3,160,
1160,,Grande,280,2.5,60,2,4,220,
1161,,Venti,370,3.5,79,2,6,300,
1162,Mocha Frappuccino® Blended Coffee w/ 2% Milk,Grande,290,3,61,1,4,230,
1163,,Venti,390,4,81,2,7,310,
1164,Mocha Frappuccino® Blended Coffee w/ 2% Milk + Whipped Cream,Grande,400,14,65,1,5,240,
1165,,Venti,500,15,84,2,7,320,
1166,Mocha Frappuccino® Blended Coffee w/ Almond,Tall,180,2,40,1,1,160,
1167,,Grande,260,2.5,58,2,2,230,
1168,,Venti,340,3.5,76,2,2,300,
1169,Mocha Frappuccino® Blended Coffee w/ Almond + Whipped Cream,Tall,260,10,42,1,2,170,
1170,,Grande,370,14,61,2,2,240,
1171,,Venti,460,15,80,2,3,310,
1172,Mocha Frappuccino® Blended Coffee w/ Coconut,Tall,190,2,41,1,1,160,
1173,,Grande,270,3,60,1,1,220,
1174,,Venti,360,4,79,2,2,300,
1175,Mocha Frappuccino® Blended Coffee w/ Coconut + Whipped Cream,Tall,270,10,43,1,1,160,
1176,,Grande,390,14,63,1,2,230,
1177,,Venti,470,15,82,2,2,310,
1178,Mocha Frappuccino® Blended Coffee w/ Nonfat Milk,Tall,190,0.5,42,1,3,160,
1179,,Grande,270,1,61,1,5,230,
1180,,Venti,360,1,81,2,7,300,
1181,Mocha Frappuccino® Blended Coffee w/ Nonfat Milk + Whipped Cream,Grande,390,12,65,1,5,240,
1182,,Venti,480,12,84,2,7,320,
1183,Mocha Frappuccino® Blended Coffee w/ Soy,Grande,290,2.5,63,2,4,220,
1184,,Venti,390,3.5,83,2,6,300,
1185,Mocha Frappuccino® Blended Coffee w/ Soy + Whipped Cream,Grande,400,14,66,2,5,230,
1186,,Venti,500,15,87,2,6,310,
1187,Mocha Frappuccino® Blended Coffee w/ Whipped Cream,Tall,270,10,43,1,3,160,
1188,,Grande,390,14,63,2,5,230,
1189,,Venti,490,15,82,2,6,310,
1190,Mocha Frappuccino® Blended Coffee w/ Whole Milk,Tall,210,3,42,1,3,160,
1191,,Venti,400,6,81,2,6,310,
1192,,Grande,300,4,51,1,4,230,
1193,Mocha Frappuccino® Blended Coffee w/ Whole Milk + Whipped Cream,Tall,290,11,44,1,4,170,
1194,,Grande,410,15,65,1,5,240,
1195,,Venti,520,17,84,2,7,320,
1196,Mocha Light Frappuccino® Blended Coffee,Tall,110,0.5,23,1,3,150,
1197,,Grande,140,0.5,28,1,4,180,
1198,,Venti,200,1,41,2,6,260,
1199,Mocha Light Frappuccino® Blended Coffee w/ Nonfat Milk,Tall,110,0.5,23,1,3,150,
1200,,Grande,140,0.5,28,1,4,180,
1201,,Venti,200,1,41,2,6,260,
1202,Red Velvet Cake Crème Frappuccino® Blended Crème w/ 2% Milk,Grande,360,6,72,3,5,250,
1203,,Venti,460,9,89,3,8,360,
1204,Red Velvet Cake Crème Frappuccino® Blended Crème w/ 2% Milk + Whipped Cream,Grande,470,17,75,3,6,260,
1205,,Venti,580,20,93,3,9,370,
1206,Red Velvet Cake Crème Frappuccino® Blended Crème w/ Coconut,Tall,230,4.5,46,2,2,170,
1207,,Grande,340,6,71,3,2,250,
1208,,Venti,430,9,87,3,3,340,
1209,Red Velvet Cake Crème Frappuccino® Blended Crème w/ Coconut + Whipped Cream,Tall,290,11,48,2,2,180,
1210,,Grande,460,17,74,3,3,260,
1211,,Venti,550,21,90,3,3,350,
1212,Red Velvet Cake Crème Frappuccino® Blended Crème w/ Nonfat Milk,Tall,230,3,48,2,4,170,
1213,,Grande,340,4.5,72,3,5,250,
1214,,Venti,430,5,90,3,9,350,
1215,Red Velvet Cake Crème Frappuccino® Blended Crème w/ Nonfat Milk + Whipped Cream,Grande,460,15,75,3,6,260,
1216,,Venti,550,17,93,3,9,360,
1217,Red Velvet Cake Crème Frappuccino® Blended Crème w/ Soy,Grande,360,6,74,3,4,240,
1218,,Venti,470,8,92,4,7,340,
1219,Red Velvet Cake Crème Frappuccino® Blended Crème w/ Soy + Whipped Cream,Grande,470,17,77,3,5,260,
1220,,Venti,580,20,96,4,8,350,
1221,Red Velvet Cake Crème Frappuccino® Blended Crème w/ Whole Milk,Tall,250,5,47,2,4,170,
1222,,Venti,490,11,89,3,8,350,
1223,,Grande,370,7,72,3,5,250,
1224,Red Velvet Cake Crème Frappuccino® Blended Crème w/ Whole Milk + Whipped Cream,Tall,310,12,49,2,4,180,
1225,,Grande,480,18,75,3,5,260,
1226,,Venti,600,23,93,3,9,360,
1227,Smoked Butterscotch Frappuccino® Blended Beverage w/ 2% Milk,Grande,310,5,63,0,4,310,
1228,,Venti,400,6,80,0,5,390,
1229,Smoked Butterscotch Frappuccino® Blended Beverage w/ 2% Milk + Whipped Cream,Grande,430,16,67,0,4,320,
1230,,Venti,510,17,84,0,6,400,
1231,Smoked Butterscotch Frappuccino® Blended Beverage w/ Almond,Tall,180,3,39,0,1,200,
1232,,Grande,290,5,60,1,1,310,
1233,,Venti,360,6,76,1,1,380,
1234,Smoked Butterscotch Frappuccino® Blended Beverage w/ Almond + Whipped Cream,Tall,270,11,42,0,1,200,
1235,,Grande,400,16,64,1,2,310,
1236,,Venti,470,17,80,1,2,390,
1237,Smoked Butterscotch Frappuccino® Blended Beverage w/ Coconut,Tall,190,3.5,40,0,0,190,
1238,,Grande,300,5,61,0,1,300,
1239,,Venti,370,6,78,0,1,380,
1240,Smoked Butterscotch Frappuccino® Blended Beverage w/ Coconut + Whipped Cream,Tall,280,11,43,0,1,200,
1241,,Grande,410,17,65,0,1,310,
1242,,Venti,490,18,82,0,1,390,
1243,Smoked Butterscotch Frappuccino® Blended Beverage w/ Nonfat Milk,Tall,190,1.5,41,0,3,200,
1244,,Grande,300,3.5,63,0,4,300,
1245,,Venti,370,3.5,80,0,5,380,
1246,Smoked Butterscotch Frappuccino® Blended Beverage w/ Nonfat Milk + Whipped Cream,Grande,410,15,67,0,4,320,
1247,,Venti,490,15,84,0,6,390,
1248,Smoked Butterscotch Frappuccino® Blended Beverage w/ Soy,Grande,310,5,64,1,3,300,
1249,,Venti,400,6,82,1,5,380,
1250,Smoked Butterscotch Frappuccino® Blended Beverage w/ Soy + Whipped Cream,Grande,430,16,68,1,4,310,
1251,,Venti,520,17,86,1,5,390,
1252,Smoked Butterscotch Frappuccino® Blended Beverage w/ Whole Milk,Tall,210,4,41,0,3,200,
1253,,Venti,410,8,80,0,5,380,
1254,,Grande,320,6,63,0,3,310,
1255,Smoked Butterscotch Frappuccino® Blended Beverage w/ Whole Milk + Whipped Cream,Tall,300,12,44,0,3,210,
1256,,Grande,440,18,67,0,4,320,
1257,,Venti,530,19,84,0,6,400,
1258,Smoked Butterscotch Frappuccino® Blended Crème w/ 2% Milk,Grande,270,6,50,0,5,330,
1259,,Venti,340,7,62,0,7,410,
1260,Smoked Butterscotch Frappuccino® Blended Crème w/ 2% Milk + Whipped Cream,Grande,390,17,54,0,5,340,
1261,,Venti,460,19,66,0,7,420,
1262,Smoked Butterscotch Frappuccino® Blended Crème w/ Almond,Tall,150,3.5,29,1,1,200,
1263,,Grande,240,6,46,1,1,320,
1264,,Venti,290,7,56,1,1,400,
1265,Smoked Butterscotch Frappuccino® Blended Crème w/ Almond + Whipped Cream,Tall,230,11,32,1,1,210,
1266,,Grande,350,17,50,1,2,330,
1267,,Venti,400,18,60,1,2,410,
1268,Smoked Butterscotch Frappuccino® Blended Crème w/ Coconut,Tall,160,4,30,0,0,200,
1269,,Grande,250,6,48,0,0,320,
1270,,Venti,310,8,59,0,1,390,
1271,Smoked Butterscotch Frappuccino® Blended Crème w/ Coconut + Whipped Cream,Tall,240,12,33,0,1,210,
1272,,Grande,370,18,52,0,1,330,
1273,,Venti,420,19,63,0,1,410,
1274,Smoked Butterscotch Frappuccino® Blended Crème w/ Nonfat Milk,Tall,160,2,32,0,4,200,
1275,,Grande,250,3.5,50,0,5,320,
1276,,Venti,310,3.5,62,0,7,400,
1277,Smoked Butterscotch Frappuccino® Blended Crème w/ Nonfat Milk + Whipped Cream,Grande,370,15,54,0,5,330,
1278,,Venti,420,15,66,0,8,410,
1279,Smoked Butterscotch Frappuccino® Blended Crème w/ Soy,Grande,280,6,52,1,4,310,
1280,,Venti,340,7,65,1,6,390,
1281,Smoked Butterscotch Frappuccino® Blended Crème w/ Soy + Whipped Cream,Grande,390,17,56,1,5,330,
1282,,Venti,460,18,69,1,6,400,
